2018-07-07T21-47-32: LogOut_File: : logfile started
2018-07-07T21-47-32: Net Status: low-level initialize success.
2018-07-07T21-47-32: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2018-07-07T21-47-32: time = time of logging
2018-07-07T21-47-32: address = address of IP address
2018-07-07T21-47-32: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2018-07-07T21-47-32: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2018-07-07T21-47-32: app_ctos = client to server bytes delta excluding overheads (app data only)
2018-07-07T21-47-32: app_stoc = server to client bytes delta excluding overheads (app data only)
2018-07-07T21-47-32: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2018-07-07T21-47-32: sent = number of packets sent. Spikes can indicate lag.
2018-07-07T21-47-32: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2018-07-07T21-47-32: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2018-07-07T21-47-32: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2018-07-07T21-47-32: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2018-07-07T21-47-32: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2018-07-07T21-47-32: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2018-07-07T21-47-32: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
855,X.X.X.X,90,106,0,0,0,2,438,109,0,0,0,0
10858,X.X.X.X,62217,9352,55475,5004,0,30,14,21,0,12,5,0
20861,X.X.X.X,562850,105209,452213,52597,0,212,7,7,0,12,5,0
30863,X.X.X.X,1059852,194351,451150,47438,0,263,7,7,0,12,5,0
40865,X.X.X.X,1559991,282078,454779,46399,0,285,7,7,0,12,5,0
50867,X.X.X.X,2056878,369669,451641,46275,0,305,7,7,0,12,5,0
60868,X.X.X.X,2558617,457456,456339,46457,0,327,7,7,0,12,5,0
70873,X.X.X.X,3055388,545444,451041,46554,0,363,7,7,0,12,5,0
80874,X.X.X.X,3552134,635511,450696,48325,0,444,7,7,0,12,5,0
90876,X.X.X.X,4049610,724861,451676,47750,0,506,7,7,0,12,5,0
100877,X.X.X.X,4546552,812461,451684,46280,0,527,7,7,0,12,5,0
110879,X.X.X.X,5044360,902200,451854,47913,0,572,7,7,0,17,6,0
120880,X.X.X.X,5542605,993817,451495,49319,0,664,7,7,0,19,6,0
130883,X.X.X.X,6037923,1081467,450062,46310,0,685,7,7,0,19,6,0
140884,X.X.X.X,6536915,1169206,453642,46403,0,707,7,7,0,19,6,0
150887,X.X.X.X,7032679,1257690,450288,47000,0,730,7,7,0,19,6,0
160889,X.X.X.X,7539417,1347214,460410,47420,0,753,7,7,0,19,6,0
170892,X.X.X.X,8034703,1434821,450054,46283,0,773,7,7,0,19,6,0
180893,X.X.X.X,8549933,1528620,467218,50495,0,854,7,7,0,19,6,0
190895,X.X.X.X,9092668,1635005,488055,59907,0,1160,7,7,0,19,6,0
200898,X.X.X.X,9598338,1726945,458714,49768,0,1232,7,6,0,19,6,0
210900,X.X.X.X,10095061,1815497,451239,47072,0,1260,7,6,0,20,6,0
220903,X.X.X.X,10591534,1903709,450985,46776,0,1281,7,6,0,20,6,0
230904,X.X.X.X,11088403,1991531,451515,46372,0,1301,7,6,0,20,6,0
240905,X.X.X.X,11584694,2079120,451049,46277,0,1322,7,6,0,20,6,0
250906,X.X.X.X,12083174,2166918,453136,46464,0,1345,7,6,0,20,6,0
260909,X.X.X.X,12584344,2255712,455174,47032,0,1376,7,6,0,20,6,0
270911,X.X.X.X,13078213,2342981,448777,46075,0,1396,7,6,0,20,6,0
280914,X.X.X.X,13575061,2430803,451482,46372,0,1416,7,6,0,20,6,0
290916,X.X.X.X,14070266,2518332,449995,46219,0,1435,7,6,0,20,6,0
300918,X.X.X.X,14567132,2606154,451500,46372,0,1455,7,6,0,20,6,0
310919,X.X.X.X,15060713,2693398,448511,46066,0,1475,7,6,0,20,6,0
320922,X.X.X.X,15557761,2781432,451580,46532,0,1499,7,6,0,20,6,0
330924,X.X.X.X,16051388,2868861,448519,46229,0,1522,7,6,0,20,6,0
340927,X.X.X.X,16548236,2956818,451482,46503,0,1542,7,6,0,20,6,0
350929,X.X.X.X,17043463,3044493,449995,46353,0,1563,7,6,0,20,6,0
360932,X.X.X.X,17538699,3132100,450004,46287,0,1584,7,6,0,20,6,0
370934,X.X.X.X,18034289,3220184,450236,46658,0,1609,7,6,0,20,6,0
380935,X.X.X.X,18529752,3308086,450169,46530,0,1631,7,6,0,20,6,0
390937,X.X.X.X,19025511,3395695,450525,46281,0,1652,7,6,0,20,6,0
400939,X.X.X.X,19521050,3483743,450195,46640,0,1677,7,6,0,20,6,0
410942,X.X.X.X,20018695,3572576,451973,47151,0,1709,7,6,0,20,6,0
420945,X.X.X.X,20512300,3659957,448515,46195,0,1730,7,6,0,20,6,0
430946,X.X.X.X,21007884,3748033,450198,46644,0,1756,7,6,0,20,6,0
440948,X.X.X.X,21513857,3847796,456907,55975,0,1950,7,6,0,20,6,0
450950,X.X.X.X,22007505,3935138,448570,46154,0,1970,7,6,0,20,6,0
460952,X.X.X.X,22503275,4023405,450392,46813,0,1995,7,6,0,20,6,0
470953,X.X.X.X,22999904,4112501,451187,47616,0,2024,7,6,0,20,6,0
