2026-08-25T23-56-52: LogOut_File: : logfile started
2026-08-25T23-56-52: Net Status: low-level initialize success.
2026-08-25T23-56-52: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2026-08-25T23-56-52: time = time of logging
2026-08-25T23-56-52: address = address of IP address
2026-08-25T23-56-52: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2026-08-25T23-56-52: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2026-08-25T23-56-52: app_ctos = client to server bytes delta excluding overheads (app data only)
2026-08-25T23-56-52: app_stoc = server to client bytes delta excluding overheads (app data only)
2026-08-25T23-56-52: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2026-08-25T23-56-52: sent = number of packets sent. Spikes can indicate lag.
2026-08-25T23-56-52: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2026-08-25T23-56-52: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2026-08-25T23-56-52: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2026-08-25T23-56-52: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2026-08-25T23-56-52: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2026-08-25T23-56-52: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2026-08-25T23-56-52: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
1015,X.X.X.X,70,98,0,0,0,2,438,109,0,0,0,0
11229,X.X.X.X,25573,3806,17138,858,0,31,13,19,0,0,6,0
21237,X.X.X.X,26168,4204,5600,106,0,55,7,6,0,0,6,0
31276,X.X.X.X,26699,4459,9,13,0,75,7,6,0,0,6,0
41328,X.X.X.X,27388,4739,145,22,0,95,7,6,0,0,6,0
51331,X.X.X.X,46574,9995,15490,1872,0,144,7,6,0,0,6,0
61339,X.X.X.X,73942,17461,21910,2296,0,198,7,6,0,0,6,0
71344,X.X.X.X,103828,24617,24656,1858,0,261,7,6,0,0,6,0
81357,X.X.X.X,105119,25212,489,193,0,281,7,6,0,0,6,0
91378,X.X.X.X,106411,25807,490,193,0,301,7,6,0,0,6,0
101402,X.X.X.X,107956,26460,687,211,0,321,7,6,0,0,6,0
111427,X.X.X.X,110007,27395,969,373,0,341,7,6,0,0,6,0
121472,X.X.X.X,112020,28313,945,364,0,361,7,6,0,0,6,0
131482,X.X.X.X,114792,29334,1632,355,0,381,7,6,0,0,6,0
141483,X.X.X.X,130180,39618,9486,3962,0,401,7,6,0,0,6,0
151537,X.X.X.X,152891,56565,13399,6585,0,421,7,6,0,0,6,0
161572,X.X.X.X,175552,73381,13419,6534,0,441,7,6,0,0,6,0
171575,X.X.X.X,198116,90215,13314,6544,0,461,7,6,0,0,6,0
181592,X.X.X.X,221585,107733,13853,6812,0,481,7,6,0,0,6,0
191622,X.X.X.X,244423,124784,13470,6625,0,501,7,6,0,0,6,0
201645,X.X.X.X,266842,141514,13225,6504,0,521,7,6,0,0,6,0
211650,X.X.X.X,289871,158703,13589,6683,0,541,7,6,0,0,6,0
221678,X.X.X.X,313166,176014,13787,6725,0,561,7,6,0,0,6,0
231719,X.X.X.X,335655,192796,13267,6524,0,581,7,6,0,0,6,0
241746,X.X.X.X,358775,210055,13640,6705,0,601,7,6,0,0,6,0
251765,X.X.X.X,381500,227019,13405,6594,0,621,7,6,0,0,6,0
261801,X.X.X.X,403475,243529,12881,6380,0,641,7,6,0,0,6,0
271826,X.X.X.X,425152,259841,12685,6294,0,661,7,6,0,0,6,0
281835,X.X.X.X,446511,275823,12547,6172,0,681,7,6,0,0,6,0
291889,X.X.X.X,468800,292603,13045,6474,0,701,7,6,0,0,6,0
301932,X.X.X.X,490883,309218,12929,6413,0,721,7,6,0,0,6,0
311944,X.X.X.X,512934,325816,12905,6404,0,741,7,6,0,0,6,0
321985,X.X.X.X,535153,342535,13009,6453,0,761,7,6,0,0,6,0
332007,X.X.X.X,557034,359003,12805,6354,0,781,7,6,0,0,6,0
342045,X.X.X.X,579515,375843,13207,6502,0,801,7,6,0,0,6,0
352062,X.X.X.X,601918,392696,13109,6503,0,822,7,6,0,0,6,0
362075,X.X.X.X,623971,409294,12907,6404,0,842,7,6,0,0,6,0
372088,X.X.X.X,646124,425970,12965,6434,0,862,7,6,0,0,6,0
382127,X.X.X.X,668309,442663,12989,6443,0,882,7,6,0,0,6,0
392150,X.X.X.X,689984,458966,12689,6293,0,902,7,6,0,0,6,0
402182,X.X.X.X,711957,475425,12903,6353,0,922,7,6,0,0,6,0
412196,X.X.X.X,734517,492404,13210,6553,0,942,7,6,0,0,6,0
422236,X.X.X.X,757146,509444,13245,6574,0,962,7,6,0,0,6,0
432286,X.X.X.X,779875,526553,13309,6603,0,982,7,6,0,0,6,0
442306,X.X.X.X,802130,543307,13025,6464,0,1002,7,6,0,0,6,0
452348,X.X.X.X,823975,559740,12789,6343,0,1022,7,6,0,0,6,0
462389,X.X.X.X,845924,576260,12845,6374,0,1042,7,6,0,0,6,0
472403,X.X.X.X,868008,592875,12930,6413,0,1062,7,6,0,0,6,0
482430,X.X.X.X,890263,609629,13025,6464,0,1082,7,6,0,0,6,0
492454,X.X.X.X,913090,626547,13511,6532,0,1102,7,6,0,0,6,0
502495,X.X.X.X,935311,643275,13005,6454,0,1122,7,6,0,0,6,0
512532,X.X.X.X,957292,659812,12869,6383,0,1142,7,6,0,0,6,0
522581,X.X.X.X,979207,676306,12825,6364,0,1162,7,6,0,0,6,0
532586,X.X.X.X,1005083,691962,17132,5938,0,1186,7,6,0,0,6,0
542592,X.X.X.X,1041774,707129,27591,5137,0,1211,7,6,0,0,6,0
552598,X.X.X.X,1073447,719540,24219,4385,0,1237,7,6,0,0,6,0
562600,X.X.X.X,1091921,728395,9920,1231,0,1269,7,6,0,0,6,0
572602,X.X.X.X,1104566,734284,7437,1349,0,1308,7,6,0,0,6,0
582606,X.X.X.X,1129769,744876,14945,1190,0,1339,7,6,0,0,6,0
592616,X.X.X.X,1160668,756265,24247,4115,0,1368,7,6,0,0,6,0
602624,X.X.X.X,1180246,762351,15360,2064,0,1409,7,6,0,0,6,0
612634,X.X.X.X,1181876,762946,828,193,0,1429,7,6,0,0,6,0
622638,X.X.X.X,1183155,763541,489,193,0,1449,7,6,0,0,6,0
632643,X.X.X.X,1184436,764127,479,184,0,1469,7,6,0,0,6,0
