2014-11-16T20-30-15: LogOut_File: : logfile started
2014-11-16T20-30-15: Net Status: low-level initialize success.
2014-11-16T20-30-15: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2014-11-16T20-30-15: time = time of logging
2014-11-16T20-30-15: address = address of IP address
2014-11-16T20-30-15: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2014-11-16T20-30-15: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2014-11-16T20-30-15: app_ctos = client to server bytes delta excluding overheads (app data only)
2014-11-16T20-30-15: app_stoc = server to client bytes delta excluding overheads (app data only)
2014-11-16T20-30-15: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2014-11-16T20-30-15: sent = number of packets sent. Spikes can indicate lag.
2014-11-16T20-30-15: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2014-11-16T20-30-15: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2014-11-16T20-30-15: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2014-11-16T20-30-15: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2014-11-16T20-30-15: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2014-11-16T20-30-15: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2014-11-16T20-30-15: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
3476,X.X.X.X,148,158,0,0,0,7,256,213,0,0,0,0
13555,X.X.X.X,9834,1643,8166,619,0,71,60,7,0,0,8,0
26743,X.X.X.X,10248,1919,0,0,0,94,60,5,0,0,8,0
36848,X.X.X.X,10572,2135,0,0,0,112,60,4,0,0,8,0
48931,X.X.X.X,10958,2395,0,0,0,133,60,3,0,0,8,0
59598,X.X.X.X,11300,2623,0,0,1,153,60,3,0,0,8,0
69715,X.X.X.X,11624,2839,0,0,1,171,60,4,0,0,8,0
79814,X.X.X.X,25779,3514,2335,185,1,189,59,4,0,0,14,0
90077,X.X.X.X,31345,4263,14790,417,1,209,60,6,0,0,25,0
100102,X.X.X.X,46773,5425,14514,410,1,229,59,4,0,0,26,0
110156,X.X.X.X,50448,6224,574,110,1,248,59,4,0,0,26,0
120164,X.X.X.X,52960,7159,1777,407,1,270,59,4,0,0,26,0
130169,X.X.X.X,55532,8810,1602,943,1,298,59,4,0,0,26,0
140172,X.X.X.X,60356,10511,3842,975,3,323,66,15,0,0,26,0
150177,X.X.X.X,63313,12407,1943,1164,4,355,59,5,0,0,26,0
160181,X.X.X.X,69567,13711,5294,580,4,376,59,4,0,0,27,0
170188,X.X.X.X,85158,17257,13219,1742,4,395,59,4,0,0,27,0
180194,X.X.X.X,98044,20132,10881,1365,4,414,59,4,0,0,27,0
190205,X.X.X.X,116084,22921,16193,1443,4,437,59,4,0,0,27,0
200211,X.X.X.X,126992,26422,9101,2171,4,472,59,4,0,0,27,0
210221,X.X.X.X,153019,31591,22953,2783,4,513,59,4,0,0,27,0
220232,X.X.X.X,196689,38489,39504,3392,4,558,59,4,0,0,27,0
230243,X.X.X.X,230110,45796,18156,2127,4,605,59,5,0,0,27,0
240249,X.X.X.X,267864,53148,33072,3502,4,655,59,4,0,0,27,0
250253,X.X.X.X,323345,60737,50679,3547,4,702,59,4,0,0,27,0
260262,X.X.X.X,361793,68208,33801,3585,4,752,59,4,0,0,27,0
270272,X.X.X.X,399649,75955,32859,3789,6,803,60,7,0,0,27,0
280275,X.X.X.X,459532,84419,54341,3994,7,861,60,7,0,0,27,0
290282,X.X.X.X,509953,92306,45701,3745,7,912,59,7,0,0,29,0
300291,X.X.X.X,554911,99989,39914,3657,7,957,59,4,0,0,29,0
310298,X.X.X.X,617599,108237,57329,3820,7,1005,60,5,0,0,29,0
320302,X.X.X.X,669380,116901,46346,4100,12,1078,59,4,0,0,29,0
330308,X.X.X.X,715635,124798,41171,3785,13,1121,59,4,0,0,29,0
340309,X.X.X.X,762022,131885,41819,3329,13,1166,59,4,0,0,29,0
350315,X.X.X.X,808802,139248,26805,2117,14,1215,59,4,0,0,29,0
360319,X.X.X.X,844501,146486,31160,3604,15,1267,59,4,0,0,29,0
370321,X.X.X.X,904830,154733,55118,3849,15,1327,59,3,0,0,29,0
380327,X.X.X.X,949027,160629,39950,2118,15,1345,59,4,0,0,29,0
390334,X.X.X.X,993852,168272,38934,3547,15,1388,59,4,0,0,30,0
400335,X.X.X.X,1050897,176165,51915,3713,15,1438,59,7,0,0,30,0
410343,X.X.X.X,1094754,183897,38843,3720,15,1488,59,4,0,0,30,0
420347,X.X.X.X,1131928,191059,32535,3478,15,1541,60,4,0,0,30,0
430348,X.X.X.X,1188446,198644,51226,3649,15,1592,59,3,0,0,30,0
440360,X.X.X.X,1231175,206198,38148,3622,15,1644,59,4,0,0,30,0
450364,X.X.X.X,1266105,213545,30238,3579,16,1697,59,4,0,0,30,0
460372,X.X.X.X,1317813,221610,46594,3849,18,1745,59,6,0,0,30,0
470373,X.X.X.X,1359876,229538,21993,2476,18,1786,59,6,0,0,30,0
480379,X.X.X.X,1395665,236512,31039,3222,18,1821,59,6,0,0,30,0
490385,X.X.X.X,1444041,242611,43442,2237,18,1842,59,7,0,0,30,0
500402,X.X.X.X,1479313,246335,31923,1008,18,1862,59,6,0,0,30,0
510405,X.X.X.X,1504776,250558,21814,1391,18,1886,60,7,0,0,30,0
520410,X.X.X.X,1550523,256530,41419,2340,18,1906,59,7,0,0,30,0
530416,X.X.X.X,1608483,263485,53168,2685,18,1925,59,7,0,0,30,0
540423,X.X.X.X,1658499,271953,44452,4178,18,1992,59,4,0,0,30,0
550434,X.X.X.X,1715514,279167,51858,3210,18,2023,59,4,0,0,30,0
560447,X.X.X.X,1760890,286393,40840,3358,18,2060,59,4,0,0,30,0
570452,X.X.X.X,1801866,292335,36446,2450,18,2086,59,4,0,0,30,0
580456,X.X.X.X,1853726,300341,46943,3876,18,2133,60,5,0,0,30,0
590460,X.X.X.X,1898436,307353,24960,1749,18,2167,59,4,0,0,30,0
600463,X.X.X.X,1948573,315248,44872,3743,19,2228,59,4,0,0,30,0
610473,X.X.X.X,2000309,322834,46872,3562,19,2277,59,4,0,0,30,0
620475,X.X.X.X,2052151,330898,46988,3954,19,2339,59,4,0,0,30,0
630479,X.X.X.X,2093094,337863,36507,3289,19,2383,59,5,0,0,30,0
640481,X.X.X.X,2145785,345398,47449,3429,19,2431,59,6,0,0,30,0
650486,X.X.X.X,2187561,352452,37213,3322,19,2477,59,4,0,0,30,0
660498,X.X.X.X,2236718,360571,43976,3883,19,2521,59,4,0,0,30,0
670506,X.X.X.X,2292252,368815,50358,3962,19,2567,59,3,0,0,30,0
680511,X.X.X.X,2335884,375962,39080,3345,19,2611,59,4,0,0,30,0
690515,X.X.X.X,2374857,383236,34317,3540,20,2657,59,4,0,0,30,0
700519,X.X.X.X,2442327,391344,62470,3856,20,2723,59,4,0,0,30,0
710527,X.X.X.X,2490253,398750,24673,2265,20,2784,59,4,0,0,30,0
720536,X.X.X.X,2545304,405030,48170,2612,21,2818,59,7,0,0,30,0
730544,X.X.X.X,2592928,409703,43761,1473,22,2842,59,5,0,0,30,0
740546,X.X.X.X,2634551,415733,37549,2470,22,2871,59,4,0,0,30,0
750552,X.X.X.X,2671410,421414,32729,2327,22,2896,59,4,0,0,30,0
