2014-11-17T16-25-43: LogOut_File: : logfile started
2014-11-17T16-25-43: Net Status: low-level initialize success.
2014-11-17T16-25-43: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2014-11-17T16-25-43: time = time of logging
2014-11-17T16-25-43: address = address of IP address
2014-11-17T16-25-43: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2014-11-17T16-25-43: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2014-11-17T16-25-43: app_ctos = client to server bytes delta excluding overheads (app data only)
2014-11-17T16-25-43: app_stoc = server to client bytes delta excluding overheads (app data only)
2014-11-17T16-25-43: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2014-11-17T16-25-43: sent = number of packets sent. Spikes can indicate lag.
2014-11-17T16-25-43: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2014-11-17T16-25-43: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2014-11-17T16-25-43: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2014-11-17T16-25-43: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2014-11-17T16-25-43: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2014-11-17T16-25-43: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2014-11-17T16-25-43: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
1404,X.X.X.X,76,110,0,0,0,3,396,159,0,0,0,0
11535,X.X.X.X,8946,1272,7693,534,0,33,64,13,0,0,8,0
21665,X.X.X.X,9358,1496,60,0,0,51,60,7,0,0,8,0
32349,X.X.X.X,10926,1952,872,180,0,70,60,7,0,0,9,0
42428,X.X.X.X,13308,2468,1620,240,0,87,60,7,0,0,9,0
52827,X.X.X.X,17584,3235,2970,425,0,106,60,6,0,0,9,0
62883,X.X.X.X,22628,4211,3570,600,0,124,60,6,0,0,9,0
72939,X.X.X.X,28514,5187,4230,600,0,142,60,6,0,0,9,0
83000,X.X.X.X,34958,6163,4650,600,0,160,60,5,0,0,9,0
93056,X.X.X.X,41910,7147,5010,600,0,178,60,4,0,0,9,0
103106,X.X.X.X,49178,8111,5280,600,1,196,60,5,0,0,9,0
113159,X.X.X.X,56332,9087,5190,600,1,214,60,5,0,0,9,0
123214,X.X.X.X,63462,10063,5160,600,1,232,60,5,0,0,9,0
133705,X.X.X.X,92407,11475,6629,600,1,251,60,4,0,0,17,0
143927,X.X.X.X,98835,12372,24533,537,1,270,60,4,0,0,23,0
153930,X.X.X.X,124388,14120,6256,356,1,295,60,6,0,0,25,0
163937,X.X.X.X,131636,15612,5968,538,1,318,60,6,0,0,25,0
173943,X.X.X.X,137999,17925,5075,1341,1,347,60,5,0,0,25,0
183950,X.X.X.X,140432,19804,1525,1199,1,373,60,6,0,0,25,0
193963,X.X.X.X,144066,21687,2570,1095,1,403,60,5,0,0,26,0
203972,X.X.X.X,149598,25239,3720,2156,2,443,60,5,0,0,26,0
213975,X.X.X.X,154262,28792,2974,2267,2,489,60,5,0,0,26,0
223994,X.X.X.X,165274,33198,8605,2560,3,522,60,7,0,0,26,0
234007,X.X.X.X,173411,36117,6348,1555,3,547,60,6,0,0,26,0
244010,X.X.X.X,195227,41668,18898,3329,3,589,60,4,0,0,28,0
254017,X.X.X.X,207922,46855,10273,3299,3,632,60,6,0,0,29,0
264031,X.X.X.X,228541,51490,17640,2325,3,663,60,6,0,0,29,0
274035,X.X.X.X,273437,57110,36320,1765,3,694,60,4,0,0,29,0
284059,X.X.X.X,313577,64407,34162,3469,3,740,60,4,0,0,30,0
