2018-07-08T04-42-05: LogOut_File: : logfile started
2018-07-08T04-42-05: Net Status: low-level initialize success.
2018-07-08T04-42-05: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2018-07-08T04-42-05: time = time of logging
2018-07-08T04-42-05: address = address of IP address
2018-07-08T04-42-05: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2018-07-08T04-42-05: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2018-07-08T04-42-05: app_ctos = client to server bytes delta excluding overheads (app data only)
2018-07-08T04-42-05: app_stoc = server to client bytes delta excluding overheads (app data only)
2018-07-08T04-42-05: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2018-07-08T04-42-05: sent = number of packets sent. Spikes can indicate lag.
2018-07-08T04-42-05: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2018-07-08T04-42-05: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2018-07-08T04-42-05: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2018-07-08T04-42-05: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2018-07-08T04-42-05: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2018-07-08T04-42-05: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2018-07-08T04-42-05: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
1008,X.X.X.X,90,106,0,0,0,2,438,109,0,0,0,0
11201,X.X.X.X,16267,1177,11253,655,0,29,16,24,0,0,5,0
21226,X.X.X.X,18895,2000,4192,331,0,53,7,7,0,0,5,0
31233,X.X.X.X,20918,2425,1349,103,0,73,7,7,0,0,5,0
41265,X.X.X.X,22825,2833,1233,94,0,93,7,7,0,0,5,0
51269,X.X.X.X,24848,3258,1349,103,0,113,7,7,0,0,5,0
61317,X.X.X.X,26871,3683,1349,103,0,133,7,6,0,0,5,0
71342,X.X.X.X,28926,4108,1367,103,0,153,7,6,0,0,5,0
81384,X.X.X.X,30801,4516,1215,94,0,173,7,6,0,0,5,0
91433,X.X.X.X,32824,4941,1349,103,0,193,7,6,0,0,5,0
101474,X.X.X.X,35045,5383,1511,112,0,213,7,6,0,0,5,0
111493,X.X.X.X,39732,6114,3761,265,0,233,7,6,0,0,5,0
121497,X.X.X.X,44715,6879,4029,283,0,253,7,6,0,0,5,0
131543,X.X.X.X,49550,7627,3895,274,0,273,7,5,0,0,5,0
141594,X.X.X.X,54533,8392,4029,283,0,293,7,5,0,0,5,0
151610,X.X.X.X,59368,9140,3895,274,0,313,7,5,0,0,5,0
161620,X.X.X.X,64351,9905,4029,283,0,333,7,5,0,0,5,0
171647,X.X.X.X,69038,10636,3761,265,0,353,7,5,0,0,5,0
181660,X.X.X.X,74021,11401,4029,283,0,373,7,5,0,0,5,0
191713,X.X.X.X,78856,12149,3895,274,0,393,7,5,0,0,5,0
201716,X.X.X.X,83839,12914,4029,283,0,413,7,5,0,0,5,0
211718,X.X.X.X,88674,13662,3895,274,0,433,7,5,0,0,5,0
221762,X.X.X.X,93503,14410,3895,274,0,453,7,5,0,0,5,0
231787,X.X.X.X,98338,15158,3895,274,0,473,7,5,0,0,5,0
241827,X.X.X.X,103315,15923,4029,283,0,493,7,5,0,0,5,0
251849,X.X.X.X,108150,16671,3895,274,0,513,7,5,0,0,5,0
261858,X.X.X.X,112985,17419,3895,274,0,533,7,5,0,0,5,0
271868,X.X.X.X,117820,18167,3895,274,0,553,7,5,0,0,5,0
281902,X.X.X.X,122803,18932,4029,283,0,573,7,5,0,0,5,0
291946,X.X.X.X,127638,19680,3895,274,0,593,7,5,0,0,5,0
301965,X.X.X.X,132467,20428,3895,274,0,613,7,5,0,0,5,0
312014,X.X.X.X,137296,21176,3895,274,0,633,7,5,0,0,5,0
322042,X.X.X.X,142131,21924,3895,274,0,653,7,5,0,0,5,0
332094,X.X.X.X,147262,22706,4163,292,0,673,7,5,0,0,5,0
342132,X.X.X.X,152097,23454,3895,274,0,693,7,5,0,0,5,0
352184,X.X.X.X,156932,24202,3895,274,0,713,7,5,0,0,5,0
362202,X.X.X.X,161613,24933,3761,265,0,733,7,5,0,0,5,0
372219,X.X.X.X,166610,25702,4029,283,0,754,7,5,0,0,5,0
382271,X.X.X.X,171445,26450,3895,274,0,774,7,5,0,0,5,0
392299,X.X.X.X,176280,27198,3895,274,0,794,7,5,0,0,5,0
402331,X.X.X.X,180967,27929,3761,265,0,814,7,5,0,0,5,0
412350,X.X.X.X,185950,28694,4029,283,0,834,7,5,0,0,5,0
422386,X.X.X.X,190637,29425,3761,265,0,854,7,5,0,0,5,0
432437,X.X.X.X,195620,30190,4029,283,0,874,7,5,0,0,5,0
442487,X.X.X.X,200307,30921,3761,265,0,894,7,5,0,0,5,0
