2014-11-18T16-11-36: LogOut_File: : logfile started
2014-11-18T16-11-36: Net Status: low-level initialize success.
2014-11-18T16-11-36: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2014-11-18T16-11-36: time = time of logging
2014-11-18T16-11-36: address = address of IP address
2014-11-18T16-11-36: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2014-11-18T16-11-36: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2014-11-18T16-11-36: app_ctos = client to server bytes delta excluding overheads (app data only)
2014-11-18T16-11-36: app_stoc = server to client bytes delta excluding overheads (app data only)
2014-11-18T16-11-36: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2014-11-18T16-11-36: sent = number of packets sent. Spikes can indicate lag.
2014-11-18T16-11-36: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2014-11-18T16-11-36: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2014-11-18T16-11-36: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2014-11-18T16-11-36: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2014-11-18T16-11-36: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2014-11-18T16-11-36: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2014-11-18T16-11-36: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
1597,X.X.X.X,76,110,0,0,0,3,396,158,0,0,0,0
11760,X.X.X.X,7969,1079,6967,379,0,32,65,16,0,0,2,0
22102,X.X.X.X,8327,1295,32,0,0,50,60,7,0,0,2,0
32221,X.X.X.X,10477,1746,1380,185,1,69,60,7,0,0,6,0
42394,X.X.X.X,15809,2730,3780,600,1,87,60,6,0,0,6,0
52607,X.X.X.X,21639,3706,4170,600,1,105,60,6,0,0,6,0
62954,X.X.X.X,28211,4686,4740,600,1,124,60,5,0,0,7,0
73166,X.X.X.X,35553,5670,5340,600,1,142,60,5,0,0,7,0
84211,X.X.X.X,54062,6780,9012,510,1,162,60,5,0,0,19,0
94220,X.X.X.X,70647,8017,22474,569,1,184,60,5,0,0,23,0
104270,X.X.X.X,73565,8718,2096,127,2,204,60,5,0,0,23,0
114275,X.X.X.X,75714,9771,1253,415,2,228,60,5,0,0,23,0
124283,X.X.X.X,78142,10518,1136,116,2,249,60,4,0,0,23,0
134284,X.X.X.X,83125,12772,3517,1136,2,275,60,4,0,0,23,0
144287,X.X.X.X,88030,14854,3646,1106,2,298,60,4,0,0,23,0
154291,X.X.X.X,91034,16522,1943,876,2,322,60,4,0,0,23,0
164293,X.X.X.X,96069,19679,3508,2033,2,354,60,4,0,0,24,0
174295,X.X.X.X,99737,21919,2362,1360,3,387,60,4,0,0,24,0
184304,X.X.X.X,108546,22939,7675,304,3,406,60,4,0,0,24,0
194308,X.X.X.X,113615,24402,3669,497,3,427,60,4,0,0,24,0
204311,X.X.X.X,121161,26157,6112,737,3,447,60,4,0,0,24,0
214313,X.X.X.X,153987,31909,29364,2926,3,485,60,4,0,0,24,0
224315,X.X.X.X,192791,37934,35244,2757,4,527,60,6,0,0,24,0
234316,X.X.X.X,233869,44958,36670,3250,5,561,60,5,0,0,24,0
244320,X.X.X.X,281733,52864,28034,1983,5,607,60,4,0,0,24,0
254328,X.X.X.X,333885,61179,47530,4029,5,664,60,4,0,0,24,0
264331,X.X.X.X,374317,68679,35605,3470,5,704,60,4,0,0,24,0
274335,X.X.X.X,428788,76635,49244,3696,5,757,60,4,0,0,24,0
284344,X.X.X.X,483967,85171,50088,4128,5,809,60,4,0,0,25,0
294350,X.X.X.X,527495,93402,38674,4001,5,862,60,4,0,0,25,0
304359,X.X.X.X,588689,101654,56043,3918,5,918,60,4,0,0,25,0
314370,X.X.X.X,639216,110649,45057,4513,5,981,60,4,0,0,25,0
324377,X.X.X.X,679842,118274,36036,3789,5,1035,60,4,0,0,25,0
334385,X.X.X.X,727641,126041,42827,3655,5,1082,60,4,0,0,25,0
344388,X.X.X.X,769949,134044,37053,3875,5,1123,60,4,0,0,25,0
354398,X.X.X.X,802780,140400,28814,3008,5,1156,60,4,0,0,25,0
364406,X.X.X.X,862811,146165,30740,1164,5,1174,60,4,0,0,25,0
374418,X.X.X.X,911768,150278,45819,1087,5,1193,60,4,0,0,26,0
384419,X.X.X.X,955039,154794,40225,1610,5,1222,60,4,0,0,27,0
394422,X.X.X.X,1008331,160587,49087,2195,5,1247,60,4,0,0,27,0
404434,X.X.X.X,1051615,165107,40074,1552,5,1270,60,4,0,0,28,0
414440,X.X.X.X,1089519,172384,33271,3459,5,1309,60,4,0,0,28,0
424445,X.X.X.X,1148425,180717,53533,3921,5,1358,60,4,0,0,28,0
434447,X.X.X.X,1192298,189114,38950,4209,6,1413,60,4,0,0,28,0
444450,X.X.X.X,1240427,196966,43545,3896,6,1466,60,4,0,0,28,0
454461,X.X.X.X,1291920,205041,46468,3997,6,1520,60,4,0,0,28,0
464466,X.X.X.X,1346424,213095,49858,3792,6,1564,60,4,0,0,28,0
474470,X.X.X.X,1399937,221379,48753,4068,6,1616,60,4,0,0,28,0
484480,X.X.X.X,1459837,229778,29294,2055,6,1671,60,6,0,0,28,0
494493,X.X.X.X,1518312,237910,53635,3810,7,1721,60,6,0,0,28,0
504496,X.X.X.X,1560407,246132,37334,4232,7,1782,60,4,0,0,28,0
514506,X.X.X.X,1606703,253572,41057,3570,8,1836,60,4,0,0,28,0
524514,X.X.X.X,1661114,262418,49590,4552,9,1890,60,4,0,0,28,0
534520,X.X.X.X,1699254,269618,33684,3524,9,1937,60,4,0,0,28,0
544527,X.X.X.X,1752514,277177,48439,3503,9,1977,60,4,0,0,28,0
554533,X.X.X.X,1806756,285088,49524,3559,10,2018,60,4,0,0,28,0
564542,X.X.X.X,1847441,291257,36256,2297,11,2038,60,7,0,0,28,0
574544,X.X.X.X,1894588,298512,42231,3215,12,2079,60,6,0,0,28,0
584555,X.X.X.X,1946294,307211,46794,4279,12,2136,60,6,0,0,28,0
594560,X.X.X.X,1988919,314996,38245,3925,12,2190,60,4,0,0,28,0
604571,X.X.X.X,2055151,323279,33030,2014,12,2249,60,4,0,0,28,0
614584,X.X.X.X,2102062,331267,42025,3958,12,2306,60,4,0,0,28,0
624585,X.X.X.X,2143035,338688,36551,3821,12,2358,60,4,0,0,28,0
634593,X.X.X.X,2190595,345852,42902,3434,12,2396,60,4,0,0,28,0
644598,X.X.X.X,2236620,354138,41431,4144,12,2442,60,4,0,0,28,0
654610,X.X.X.X,2282226,361976,40921,3866,13,2493,60,4,0,0,28,0
664616,X.X.X.X,2328859,368990,41545,2996,13,2519,60,4,0,0,28,0
674630,X.X.X.X,2369752,372929,37952,1187,13,2539,60,4,0,0,28,0
684634,X.X.X.X,2405496,377025,32594,1420,13,2564,60,5,0,0,28,0
694635,X.X.X.X,2465561,382528,55521,1847,13,2586,60,5,0,0,28,0
