2018-07-07T22-16-39: LogOut_File: : logfile started
2018-07-07T22-16-39: Net Status: low-level initialize success.
2018-07-07T22-16-39: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2018-07-07T22-16-39: time = time of logging
2018-07-07T22-16-39: address = address of IP address
2018-07-07T22-16-39: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2018-07-07T22-16-39: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2018-07-07T22-16-39: app_ctos = client to server bytes delta excluding overheads (app data only)
2018-07-07T22-16-39: app_stoc = server to client bytes delta excluding overheads (app data only)
2018-07-07T22-16-39: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2018-07-07T22-16-39: sent = number of packets sent. Spikes can indicate lag.
2018-07-07T22-16-39: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2018-07-07T22-16-39: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2018-07-07T22-16-39: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2018-07-07T22-16-39: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2018-07-07T22-16-39: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2018-07-07T22-16-39: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2018-07-07T22-16-39: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
856,X.X.X.X,90,106,0,0,0,2,438,109,0,0,0,0
10858,X.X.X.X,57059,8325,50849,4425,0,30,16,22,0,12,5,0
20887,X.X.X.X,552870,95858,450593,46219,0,50,7,7,0,115,5,0
30888,X.X.X.X,1048669,183391,450593,46219,0,70,7,7,0,230,5,0
40926,X.X.X.X,1546616,272568,452111,47513,0,122,7,7,0,267,5,0
50928,X.X.X.X,2042427,360101,450593,46219,0,142,7,7,0,354,5,0
60931,X.X.X.X,2539062,449064,450891,47419,0,195,7,7,0,354,5,0
70949,X.X.X.X,3035344,537151,450872,46643,0,222,7,7,0,432,5,0
81003,X.X.X.X,3532810,624973,452094,46372,0,242,7,7,0,550,5,0
91013,X.X.X.X,4028633,712506,450605,46219,0,262,7,7,0,668,5,0
101067,X.X.X.X,4540161,802374,464700,47458,0,282,7,7,0,786,5,0
111068,X.X.X.X,5547853,971500,920162,89436,0,302,7,7,0,1034,5,0
121069,X.X.X.X,6624205,1151773,983556,95327,0,322,7,7,0,1336,5,0
131096,X.X.X.X,7945745,1358484,1178808,109333,0,342,7,6,0,1638,5,0
141098,X.X.X.X,10304963,1698022,2051932,179764,0,366,7,5,0,2188,5,0
151152,X.X.X.X,12644210,2030534,2024021,176186,0,402,7,5,0,2626,5,0
161155,X.X.X.X,14953310,2356378,1988748,172670,0,434,7,5,0,3049,5,0
171157,X.X.X.X,18104397,2795114,2712091,232448,0,465,7,4,0,3651,5,0
181160,X.X.X.X,21047639,3205648,2531658,217774,0,526,7,4,0,4251,5,0
191166,X.X.X.X,23799402,3589855,2365959,203825,0,578,7,4,0,4855,5,0
201170,X.X.X.X,27281045,4068592,2980479,253905,0,627,7,4,0,5562,5,0
211190,X.X.X.X,30235577,4476506,2532048,216152,0,660,7,4,0,6170,5,0
221192,X.X.X.X,32889384,4843293,2276103,194097,0,680,7,4,0,6773,5,0
231223,X.X.X.X,36100770,5286162,2754076,234435,0,700,7,4,0,7485,5,0
241228,X.X.X.X,39042933,5699705,2535607,219079,0,731,7,4,0,8117,5,0
251229,X.X.X.X,41790609,6082428,2362218,202587,0,755,7,4,0,8721,5,0
261231,X.X.X.X,45202381,6554757,2928218,250467,0,798,7,4,0,9388,5,0
271242,X.X.X.X,48447962,7009297,2794568,240730,0,821,7,4,0,10105,5,0
281290,X.X.X.X,51536841,7457945,2695569,237558,0,841,7,4,0,10845,5,0
291349,X.X.X.X,55152037,7972446,3138854,272371,0,861,7,4,0,11715,5,0
301351,X.X.X.X,58767669,8469772,3098472,263258,0,881,7,4,0,12483,5,0
311352,X.X.X.X,62269806,8959744,3014122,259542,0,902,7,4,0,13217,5,0
321354,X.X.X.X,66346910,9527288,3508999,300582,0,923,7,4,0,14118,5,0
331359,X.X.X.X,69954014,10051216,3151279,277524,0,952,7,4,0,14990,5,0
341361,X.X.X.X,73734304,10591802,3286794,286404,0,975,7,4,0,15894,5,0
351362,X.X.X.X,77792343,11185468,3567173,314588,0,998,7,4,0,16805,5,0
361371,X.X.X.X,82322754,11848514,3985365,351034,0,1018,7,4,0,17949,5,0
371374,X.X.X.X,86683226,12478085,3810554,333321,0,1038,7,4,0,19005,5,0
381375,X.X.X.X,91673324,13208189,4391688,386756,0,1059,7,4,0,20198,5,0
391380,X.X.X.X,96569780,13908804,4263667,371133,0,1082,7,4,0,21385,5,0
401383,X.X.X.X,101001697,14563636,3912199,347006,0,1110,8,6,0,22367,5,0
411388,X.X.X.X,106366467,15327623,4676897,404487,0,1136,8,7,0,23585,5,0
421389,X.X.X.X,111091532,16050277,4236725,382822,0,1180,7,5,0,24787,5,0
431394,X.X.X.X,115530755,16752573,4005382,374392,2,1410,7,6,0,25978,5,0
441395,X.X.X.X,121288374,17607610,5102945,452845,2,1433,7,6,0,27418,5,0
451396,X.X.X.X,126731232,18425693,4845815,433025,2,1453,7,6,0,28780,5,0
461398,X.X.X.X,131810087,19189366,4524009,404215,2,1473,8,5,0,29990,5,0
471402,X.X.X.X,137684391,20058744,5196476,460398,2,1494,8,6,0,31469,5,0
