2014-11-15T14-34-20: LogOut_File: : logfile started
2014-11-15T14-34-20: Net Status: low-level initialize success.
2014-11-15T14-34-20: Note that this new version (12/19/2011) has reduced the frequency of updates so the numbers will be larger
2014-11-15T14-34-20: time = time of logging
2014-11-15T14-34-20: address = address of IP address
2014-11-15T14-34-20: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2014-11-15T14-34-20: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2014-11-15T14-34-20: app_ctos = client to server bytes delta excluding overheads (app data only)
2014-11-15T14-34-20: app_stoc = server to client bytes delta excluding overheads (app data only)
2014-11-15T14-34-20: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2014-11-15T14-34-20: sent = number of packets sent. Spikes can indicate lag.
2014-11-15T14-34-20: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2014-11-15T14-34-20: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2014-11-15T14-34-20: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2014-11-15T14-34-20: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2014-11-15T14-34-20: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2014-11-15T14-34-20: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2014-11-15T14-34-20: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)]
1422,X.X.X.X,76,110,0,0,0,3,397,158,0,0,0,0
11716,X.X.X.X,8128,1125,7057,409,0,32,67,16,0,0,5,0
21980,X.X.X.X,8898,1501,330,120,0,50,62,7,0,0,5,0
32182,X.X.X.X,12206,2196,2220,365,3,71,77,35,0,0,6,0
42275,X.X.X.X,17012,3168,3390,600,3,88,62,7,0,0,7,0
52676,X.X.X.X,23458,4156,4652,600,3,107,61,7,0,0,8,0
62904,X.X.X.X,30210,5132,4890,600,3,125,61,7,0,0,8,0
73119,X.X.X.X,37064,6108,4950,600,4,144,61,7,0,0,8,0
83335,X.X.X.X,44290,7092,5220,600,5,163,61,5,0,0,8,0
93672,X.X.X.X,51746,8068,5400,600,5,181,61,4,0,0,9,0
103947,X.X.X.X,70354,9234,6797,570,5,200,62,4,0,0,17,0
114220,X.X.X.X,77594,10245,14993,627,5,219,61,4,0,0,21,0
124226,X.X.X.X,93579,12197,1773,678,5,250,61,3,0,0,22,0
134234,X.X.X.X,98839,14544,3696,1211,5,283,61,4,0,0,22,0
144239,X.X.X.X,102051,17189,1914,1685,5,319,61,4,0,0,22,0
154243,X.X.X.X,104889,19424,1649,1367,5,353,62,5,0,0,22,0
164247,X.X.X.X,108396,22806,2035,2290,5,394,61,5,0,0,22,0
174252,X.X.X.X,111762,26157,1869,2247,5,436,61,6,0,0,22,0
184255,X.X.X.X,114217,28065,1370,1120,5,470,61,4,0,0,22,0
194259,X.X.X.X,115642,28700,755,169,5,488,61,4,0,0,22,0
204264,X.X.X.X,117401,29622,973,362,5,510,61,4,0,0,22,0
214269,X.X.X.X,127698,33272,8476,2296,5,559,62,5,0,0,22,0
224277,X.X.X.X,133085,36882,3567,2252,5,606,61,4,0,0,22,0
234285,X.X.X.X,152461,42184,16366,2938,5,660,61,4,0,0,23,0
244293,X.X.X.X,193049,48966,18277,1695,5,695,61,4,0,0,23,0
254299,X.X.X.X,231086,56486,32643,3710,5,743,61,4,0,0,23,0
264309,X.X.X.X,264702,63979,28927,3663,5,797,62,7,0,0,23,0
274318,X.X.X.X,319681,71895,49888,3724,5,849,61,4,0,0,24,0
284322,X.X.X.X,369452,79851,45040,3922,6,901,61,3,0,0,24,0
294333,X.X.X.X,421722,87664,47288,3651,7,953,61,4,0,0,25,0
304340,X.X.X.X,488447,96372,61128,4102,8,1019,61,3,0,0,25,0
314341,X.X.X.X,542508,104614,49230,3918,8,1069,61,4,0,0,25,0
324351,X.X.X.X,591681,112642,44262,3914,8,1123,61,4,0,0,25,0
334357,X.X.X.X,646640,120658,50062,3884,8,1179,60,4,0,0,25,0
344366,X.X.X.X,703372,128752,51488,3838,8,1235,60,3,0,0,25,0
354374,X.X.X.X,761369,136965,53044,4099,9,1307,60,4,0,0,25,0
364386,X.X.X.X,817801,144748,22790,1738,10,1360,61,4,0,0,25,0
374387,X.X.X.X,872657,152310,50401,3504,11,1411,61,4,0,0,25,0
384395,X.X.X.X,916139,158997,39079,3145,12,1456,61,7,0,0,25,0
394398,X.X.X.X,963014,164357,42394,1780,12,1474,61,6,0,0,25,0
404402,X.X.X.X,998854,168868,32449,1611,12,1501,61,6,0,0,25,0
414406,X.X.X.X,1034235,174245,31307,2181,12,1532,61,3,0,0,25,0
424408,X.X.X.X,1083240,179763,44669,2232,12,1565,61,4,0,0,25,0
434412,X.X.X.X,1119796,186576,32311,3237,12,1608,61,4,0,0,25,0
444413,X.X.X.X,1168603,194016,44058,3580,12,1653,61,4,0,0,25,0
454418,X.X.X.X,1231497,201846,57419,3656,14,1708,61,7,0,0,25,0
464422,X.X.X.X,1275807,209545,38484,3623,17,1763,61,6,0,0,25,0
474434,X.X.X.X,1320246,217028,39507,3593,17,1822,61,4,0,0,25,0
484444,X.X.X.X,1375744,224895,24135,2062,18,1878,61,4,0,0,25,0
494450,X.X.X.X,1417966,232723,37393,3680,18,1930,61,4,0,0,25,0
504458,X.X.X.X,1460397,240581,37097,3868,20,1993,61,7,0,0,25,0
514471,X.X.X.X,1510923,248236,45458,3625,20,2033,61,7,0,0,25,0
524472,X.X.X.X,1571493,256626,55645,4056,20,2100,61,4,0,0,25,0
534475,X.X.X.X,1620109,264461,43790,3807,20,2158,61,6,0,0,25,0
544479,X.X.X.X,1684809,272567,58990,3760,20,2212,61,4,0,0,25,0
554489,X.X.X.X,1741311,280660,52001,3971,20,2262,61,4,0,0,26,0
564500,X.X.X.X,1785926,287972,40231,3664,20,2309,61,4,0,0,26,0
574507,X.X.X.X,1836034,295586,45253,3610,20,2362,61,5,0,0,26,0
584509,X.X.X.X,1882134,303386,41294,3740,20,2412,61,4,0,0,26,0
594519,X.X.X.X,1915343,310442,28814,3436,21,2467,61,4,0,0,26,0
604527,X.X.X.X,1970678,318098,20152,1819,23,2521,61,6,0,0,26,0
614529,X.X.X.X,2004080,325622,28918,3822,23,2574,61,5,0,0,26,0
624536,X.X.X.X,2068086,333499,59105,3623,23,2626,61,4,0,0,26,0
634550,X.X.X.X,2127560,340489,54647,2902,23,2662,61,4,0,0,26,0
644559,X.X.X.X,2176528,347602,44437,3279,25,2708,61,4,0,0,26,0
654564,X.X.X.X,2211527,354974,30446,3694,26,2761,61,4,0,0,26,0
